user_id,created_at,last_seen_at,email,acquisition_source,subscription_plan,plan_status,device_type,plan_start_date,plan_end_date,gender,age_group,age,campaign_id,utm_source,utm_campaign
usr_3614b6b04b28,2025-02-02 17:15:00,2025-07-18 20:24:00,coejimin@example.org,direct,monthly_basic,active,android,2025-02-11 17:15:00,,M,30s,32,cmp_003,google,sem24
usr_42e9910e60e1,2025-01-11 22:22:00,2025-07-20 15:38:00,anjiu@example.net,google_cpc,annual_basic,active,web,2025-01-17 22:22:00,,M,10s,10,cmp_003,google,sem24
usr_d79205f67e68,2025-01-02 20:37:00,2025-07-10 04:51:00,junseo90@example.org,referral,monthly_basic,active,android,2025-01-05 20:37:00,,M,10s,16,cmp_003,google,sem24
usr_c8639fb3c72f,2025-02-03 09:09:00,2025-07-19 02:05:00,pcoe@example.net,referral,annual_pro,active,web,2025-02-05 09:09:00,,F,10s,15,cmp_003,google,sem24
usr_353270ea4e34,2024-12-11 18:58:00,2025-07-21 20:22:00,yeongjacoe@example.net,referral,annual_pro,active,web,2024-12-20 18:58:00,,M,60s,93,cmp_001,facebook,spring24
usr_1af504025505,2025-01-02 06:02:00,2025-07-17 20:58:00,gimjia@example.org,referral,monthly_pro,active,web,2025-01-05 06:02:00,,F,10s,18,cmp_003,google,sem24
usr_20b9301b1244,2025-01-24 03:08:00,2025-07-15 19:16:00,gha@example.net,referral,none,none,android,,,M,40s,42,cmp_001,facebook,spring24
usr_c89caacd379a,2025-01-12 10:38:00,2025-07-07 16:42:00,jinho05@example.net,facebook_ads,none,none,android,,,F,30s,37,cmp_001,facebook,spring24
usr_3f73b97d3374,2025-01-29 03:27:00,2025-07-16 00:42:00,janggyeongja@example.net,direct,none,none,android,,,M,30s,35,cmp_003,google,sem24
usr_b1f13485a0b4,2025-02-07 03:17:00,2025-07-14 10:58:00,gangjuweon@example.org,referral,none,none,android,,,M,30s,34,cmp_001,facebook,spring24
usr_33042068c4f2,2024-12-09 00:47:00,2025-07-10 08:29:00,hi@example.net,organic,monthly_pro,active,ios,2024-12-18 00:47:00,,F,60s,96,cmp_001,facebook,spring24
usr_c820c2ec6652,2025-01-04 11:23:00,2025-06-19 12:57:00,jiweon66@example.net,organic,none,none,android,,,M,60s,81,cmp_001,facebook,spring24
usr_ab6636c913bb,2025-02-28 18:40:00,2025-07-06 07:45:00,fgim@example.com,referral,monthly_basic,active,ios,2025-04-17,,F,10s,12,cmp_003,google,sem24
usr_985304617b33,2024-12-08 22:21:00,2025-07-18 01:10:00,minsugim@example.net,organic,monthly_basic,active,web,2024-12-13 22:21:00,,M,30s,32,cmp_003,google,sem24
usr_7698b10e4f3a,2025-01-04 06:12:00,2025-07-21 16:11:00,jeongsigyun@example.com,referral,monthly_pro,active,ios,2025-01-05 06:12:00,,M,30s,36,cmp_002,referral,ref_buddy
usr_334875292074,2025-01-12 15:50:00,2025-07-17 01:51:00,bagseunghyeon@example.net,direct,monthly_basic,active,android,2025-04-05,,F,20s,28,cmp_003,google,sem24
usr_2ab7e650a94e,2024-12-31 10:46:00,2025-07-05 12:31:00,jiyeong17@example.net,facebook_ads,none,none,ios,,,F,10s,11,cmp_002,referral,ref_buddy
usr_38e866c31e17,2025-02-17 17:32:00,2025-07-18 02:39:00,seonghunha@example.org,direct,monthly_pro,active,android,2025-02-27 17:32:00,,F,20s,26,cmp_001,facebook,spring24
usr_06e189ee82dd,2024-12-19 18:32:00,2025-07-21 00:21:00,mbag@example.net,facebook_ads,annual_basic,active,ios,2024-12-24 18:32:00,,F,20s,24,cmp_003,google,sem24
usr_67c9317d7e37,2024-12-18 03:45:00,2025-07-16 17:27:00,sangho07@example.net,direct,monthly_basic,active,ios,2024-12-18 03:45:00,,F,20s,25,cmp_003,google,sem24
usr_c8ce9fc13ac3,2025-01-14 18:17:00,2025-06-30 13:03:00,coeyeji@example.org,google_cpc,none,none,android,,,M,20s,23,cmp_001,facebook,spring24
usr_0141c5471c74,2025-02-24 02:43:00,2025-07-20 19:30:00,yeongsigi@example.com,facebook_ads,annual_pro,active,ios,2025-03-06 02:43:00,,F,20s,21,cmp_001,facebook,spring24
usr_4e80a16761a5,2024-12-23 07:40:00,2025-05-22 09:00:00,hayun29@example.com,direct,annual_basic,canceled,android,2024-12-23 07:40:00,2025-01-22 07:40:00,F,30s,39,cmp_002,referral,ref_buddy
usr_146ed35b1005,2025-01-20 18:21:00,2025-07-20 20:19:00,ijihye@example.com,facebook_ads,monthly_basic,active,android,2025-01-26 18:21:00,,M,60s,67,cmp_002,referral,ref_buddy
usr_86cb5dd8f4e0,2024-12-17 10:52:00,2025-07-08 12:05:00,bagjeongsun@example.net,direct,annual_basic,active,web,2024-12-20 10:52:00,,M,30s,34,cmp_003,google,sem24
usr_1aa3022b5190,2025-01-27 20:27:00,2025-07-19 07:27:00,eunjuseo@example.net,google_cpc,annual_pro,active,ios,2025-01-29 20:27:00,,F,60s,64,cmp_001,facebook,spring24
usr_dd989b76d1a3,2024-12-05 23:00:00,2025-06-28 09:57:00,nbag@example.net,facebook_ads,monthly_basic,active,web,2024-12-09 23:00:00,,M,50s,51,cmp_002,referral,ref_buddy
usr_c4db85e206d5,2024-12-11 16:11:00,2025-07-07 02:42:00,fo@example.net,organic,none,none,android,,,F,50s,57,cmp_003,google,sem24
usr_533320feafe4,2025-03-01 19:24:00,2025-07-06 08:52:00,ryuseongjin@example.com,referral,monthly_pro,active,android,2025-03-03 19:24:00,,M,50s,57,cmp_001,facebook,spring24
usr_958408d4053f,2025-02-23 08:25:00,2025-07-14 23:03:00,sanghyeonbag@example.org,organic,monthly_basic,active,android,2025-02-27 08:25:00,,F,30s,38,cmp_001,facebook,spring24
usr_089c8fa17902,2024-12-10 19:14:00,2025-06-25 13:25:00,sonminseog@example.org,referral,annual_pro,active,web,2024-12-12 19:14:00,,M,60s,88,cmp_001,facebook,spring24
usr_c63bce172d85,2024-12-22 10:26:00,2025-07-19 21:06:00,pan@example.org,facebook_ads,none,none,ios,,,F,50s,55,cmp_002,referral,ref_buddy
usr_1ac39b224631,2024-12-17 10:04:00,2025-07-08 20:39:00,gi@example.com,referral,none,none,ios,,,F,20s,22,cmp_003,google,sem24
usr_2c4b1d94f01c,2024-12-14 20:58:00,2025-07-08 20:42:00,hwangjaeho@example.net,referral,none,none,ios,,,F,10s,17,cmp_002,referral,ref_buddy
usr_d639c93dc57c,2024-12-13 01:08:00,2025-07-18 23:02:00,hongjeonghun@example.org,referral,annual_pro,active,web,2024-12-19 01:08:00,,M,60s,112,cmp_003,google,sem24
usr_e14af07e8fd9,2025-02-05 07:05:00,2025-07-12 08:18:00,yeongmimun@example.org,facebook_ads,monthly_pro,canceled,web,2025-02-13 07:05:00,2025-03-15 07:05:00,F,10s,15,cmp_003,google,sem24
usr_1f0657faece5,2025-02-24 23:16:00,2025-07-15 07:01:00,ngim@example.org,google_cpc,monthly_basic,active,ios,2025-03-02 23:16:00,,M,40s,45,cmp_003,google,sem24
usr_166936b934e9,2025-01-08 10:10:00,2025-07-02 10:44:00,minji83@example.net,google_cpc,monthly_basic,active,web,2025-01-16 10:10:00,,F,60s,77,cmp_002,referral,ref_buddy
usr_fd28935f2460,2025-01-14 15:45:00,2025-07-15 07:53:00,gimjeonghun@example.org,organic,annual_pro,active,ios,2025-01-21 15:45:00,,F,30s,31,cmp_002,referral,ref_buddy
usr_e5d04ed453d9,2025-02-23 04:25:00,2025-07-09 09:15:00,jihu59@example.net,organic,monthly_basic,active,web,2025-04-05,,F,50s,51,cmp_002,referral,ref_buddy
usr_51ab5c359d2d,2025-02-14 06:35:00,2025-07-20 09:49:00,isong@example.com,direct,annual_basic,active,android,2025-02-22 06:35:00,,M,50s,51,cmp_001,facebook,spring24
usr_cf8f43e0388d,2025-02-16 12:26:00,2025-06-17 19:41:00,myeongjabag@example.com,direct,annual_pro,active,ios,2025-02-21 12:26:00,,F,30s,36,cmp_001,facebook,spring24
usr_12cf04e40be2,2025-01-19 01:23:00,2025-07-18 10:15:00,minseog67@example.org,organic,monthly_basic,active,android,2025-01-24 01:23:00,,F,30s,38,cmp_001,facebook,spring24
usr_4f75f1ccb4e5,2024-12-13 16:32:00,2025-07-01 09:29:00,jeongsug50@example.com,direct,annual_basic,active,ios,2024-12-20 16:32:00,,M,60s,79,cmp_001,facebook,spring24
usr_2e0ec66372a0,2025-02-18 02:11:00,2025-07-18 16:51:00,jaehyeongo@example.org,facebook_ads,annual_basic,active,web,2025-02-18 02:11:00,,F,60s,77,cmp_001,facebook,spring24
usr_37cdef66e149,2025-02-03 05:39:00,2025-06-22 06:25:00,yeongsug21@example.org,referral,none,none,android,,,F,40s,46,cmp_001,facebook,spring24
usr_3959ef5142a8,2025-01-25 14:21:00,2025-07-13 15:40:00,gangareum@example.net,google_cpc,monthly_pro,active,ios,2025-02-02 14:21:00,,F,50s,59,cmp_003,google,sem24
usr_0f77efbfbf7b,2025-02-07 09:42:00,2025-07-17 16:33:00,coegyeongsug@example.net,facebook_ads,annual_basic,active,ios,2025-02-10 09:42:00,,F,50s,54,cmp_001,facebook,spring24
usr_d2f5951431f7,2024-12-01 13:22:00,2025-07-19 09:28:00,jeonghyi41@example.org,referral,none,none,web,,,M,10s,17,cmp_003,google,sem24
usr_1b71ec6300dd,2025-01-11 19:16:00,2025-07-17 09:46:00,gimbyeongceol@example.com,google_cpc,annual_basic,active,web,2025-01-11 19:16:00,,M,60s,109,cmp_002,referral,ref_buddy
usr_d38cc25406ae,2024-12-15 04:30:00,2025-07-12 05:06:00,gyeongsu22@example.net,facebook_ads,none,none,ios,,,F,10s,11,cmp_001,facebook,spring24
usr_13490e6f67d5,2025-01-22 07:38:00,2025-04-30 15:25:00,sujin67@example.com,organic,monthly_basic,canceled,web,2025-01-23 07:38:00,2025-02-22 07:38:00,M,40s,45,cmp_002,referral,ref_buddy
usr_6cd9c22be4a9,2025-01-10 21:03:00,2025-06-18 00:07:00,coeseungmin@example.net,direct,none,none,ios,,,M,60s,110,cmp_002,referral,ref_buddy
usr_3f943f32c1a1,2025-01-01 22:43:00,2025-07-11 23:03:00,yeweon39@example.com,direct,annual_pro,active,android,2025-01-09 22:43:00,,M,20s,20,cmp_001,facebook,spring24
usr_97b30b602f8f,2024-12-31 08:14:00,2025-07-19 09:06:00,ihyeonji@example.net,referral,monthly_pro,active,android,2025-04-01,,M,10s,16,cmp_001,facebook,spring24
usr_0bd8349b48ed,2025-02-23 20:10:00,2025-07-11 11:10:00,jihuni@example.com,direct,monthly_pro,active,ios,2025-04-05,,F,40s,48,cmp_002,referral,ref_buddy
usr_19be946e83fd,2025-02-28 04:13:00,2025-07-18 12:37:00,sumin48@example.com,direct,none,none,web,,,M,20s,24,cmp_003,google,sem24
usr_1e09335bf2e3,2024-12-28 06:52:00,2025-07-16 12:49:00,agweon@example.com,facebook_ads,annual_pro,canceled,ios,2024-12-28 06:52:00,2025-01-27 06:52:00,M,50s,51,cmp_001,facebook,spring24
usr_c492c2b95a90,2025-01-07 10:00:00,2025-07-10 04:55:00,migyeong64@example.com,direct,monthly_pro,active,web,2025-01-09 10:00:00,,F,10s,13,cmp_002,referral,ref_buddy
usr_a9c7d419620c,2024-12-24 05:05:00,2025-07-20 17:35:00,gimsunog@example.com,facebook_ads,annual_pro,active,ios,2025-04-11,,M,50s,59,cmp_003,google,sem24
usr_98c1093a98f1,2025-01-27 20:56:00,2025-06-06 05:36:00,jeongsun39@example.com,organic,annual_basic,canceled,ios,2025-04-06,2025-05-06,F,30s,38,cmp_002,referral,ref_buddy
usr_d9a2328ec2c6,2024-12-29 04:41:00,2025-07-19 14:01:00,boram58@example.org,facebook_ads,annual_pro,active,ios,2025-01-05 04:41:00,,M,30s,35,cmp_002,referral,ref_buddy
usr_34f31c0813c8,2025-01-29 01:25:00,2025-07-14 17:59:00,minsui@example.net,organic,monthly_basic,active,android,2025-02-03 01:25:00,,M,50s,50,cmp_002,referral,ref_buddy
usr_49744abba076,2025-02-05 05:19:00,2025-07-20 01:25:00,minjuni@example.net,facebook_ads,none,none,ios,,,F,60s,99,cmp_002,referral,ref_buddy
usr_7430feadf298,2025-01-02 04:02:00,2025-07-08 15:54:00,jeongnamseo@example.com,direct,annual_pro,active,android,2025-01-12 04:02:00,,F,50s,58,cmp_003,google,sem24
usr_415956414048,2025-02-26 20:44:00,2025-07-05 18:13:00,hongeungyeong@example.org,referral,annual_pro,active,web,2025-03-04 20:44:00,,M,50s,52,cmp_001,facebook,spring24
usr_15f2baa7b7a1,2025-02-26 05:36:00,2025-06-04 13:53:00,siu67@example.net,facebook_ads,none,none,ios,,,F,50s,52,cmp_001,facebook,spring24
usr_05153fa4a40e,2024-12-25 06:55:00,2025-06-11 14:14:00,kyu@example.net,google_cpc,none,none,web,,,M,10s,14,cmp_003,google,sem24
usr_c6ec861ab407,2025-02-13 11:48:00,2025-07-16 03:12:00,seongminbaeg@example.com,google_cpc,monthly_pro,active,ios,2025-02-20 11:48:00,,F,40s,42,cmp_002,referral,ref_buddy
usr_90484f55c9c0,2024-12-29 03:54:00,2025-07-21 18:21:00,ogja33@example.com,direct,annual_basic,active,android,2025-01-01 03:54:00,,M,50s,58,cmp_001,facebook,spring24
usr_a8e59bd1285d,2024-12-07 09:57:00,2025-07-18 23:05:00,bgim@example.net,organic,monthly_basic,active,ios,2024-12-17 09:57:00,,M,40s,48,cmp_003,google,sem24
usr_5b153928e9b3,2025-01-06 01:38:00,2025-07-17 18:27:00,mcoe@example.com,direct,none,none,ios,,,M,10s,15,cmp_001,facebook,spring24
usr_5b6d4f5e94a0,2024-12-31 04:23:00,2025-07-21 19:46:00,yeongsu66@example.net,organic,annual_basic,active,ios,2025-01-04 04:23:00,,M,50s,50,cmp_002,referral,ref_buddy
usr_1239da55dc76,2025-01-10 22:35:00,2025-07-18 16:55:00,areum47@example.net,referral,none,none,android,,,F,60s,88,cmp_003,google,sem24
usr_554b5bf8aa59,2025-01-23 23:52:00,2025-04-25 01:00:00,bagyeongil@example.com,direct,annual_pro,canceled,android,2025-02-02 23:52:00,2025-03-04 23:52:00,M,60s,75,cmp_001,facebook,spring24
usr_361bd201e2b3,2024-12-04 20:30:00,2025-07-21 21:12:00,gimujin@example.net,google_cpc,monthly_basic,active,web,2024-12-14 20:30:00,,F,40s,43,cmp_001,facebook,spring24
usr_7d4b9e8575db,2025-02-16 00:28:00,2025-07-14 16:30:00,xbag@example.com,referral,none,none,ios,,,M,20s,24,cmp_003,google,sem24
usr_d96d42b4adcb,2025-01-12 21:14:00,2025-07-15 07:03:00,wo@example.com,google_cpc,none,none,web,,,M,20s,22,cmp_002,referral,ref_buddy
usr_826eeb59bb34,2025-01-01 18:25:00,2025-07-18 18:50:00,gbag@example.net,referral,none,none,ios,,,M,40s,45,cmp_002,referral,ref_buddy
usr_0a103c566b50,2024-12-16 22:14:00,2025-07-21 11:46:00,seonyeongcoe@example.net,organic,none,none,ios,,,F,20s,28,cmp_003,google,sem24
usr_dbe811796b06,2025-02-22 22:49:00,2025-07-19 08:00:00,oseongjin@example.net,organic,monthly_pro,active,android,2025-02-22 22:49:00,,M,20s,24,cmp_002,referral,ref_buddy
usr_260e8eb7b5b7,2025-02-22 21:07:00,2025-07-10 23:08:00,eunseoi@example.net,facebook_ads,annual_pro,active,web,2025-03-03 21:07:00,,F,40s,42,cmp_003,google,sem24
usr_faeb2e830f87,2024-12-01 22:36:00,2025-07-18 01:13:00,tgim@example.org,google_cpc,none,none,android,,,M,30s,30,cmp_001,facebook,spring24
usr_d28876d9e313,2025-01-23 00:41:00,2025-07-19 19:17:00,ogsun50@example.com,facebook_ads,monthly_pro,active,ios,2025-02-02 00:41:00,,M,60s,60,cmp_001,facebook,spring24
usr_ab6f5352bf7e,2025-02-13 18:14:00,2025-04-29 22:16:00,miyeongo@example.net,facebook_ads,monthly_pro,canceled,ios,2025-02-15 18:14:00,2025-03-17 18:14:00,F,50s,51,cmp_003,google,sem24
usr_25d812b4c170,2025-01-06 10:34:00,2025-06-17 22:31:00,yangyeji@example.net,referral,annual_basic,active,android,2025-01-07 10:34:00,,F,10s,17,cmp_003,google,sem24
usr_e449a362c913,2025-01-30 15:21:00,2025-07-18 12:22:00,icoe@example.org,direct,annual_pro,active,web,2025-04-03,,F,20s,28,cmp_002,referral,ref_buddy
usr_f6737b6441f4,2025-01-06 14:05:00,2025-05-17 22:21:00,gimeunyeong@example.com,organic,none,none,ios,,,F,10s,10,cmp_001,facebook,spring24
usr_1c0f8123bf09,2025-01-11 08:35:00,2025-07-10 17:24:00,dohyeongim@example.net,direct,monthly_basic,active,android,2025-01-18 08:35:00,,M,60s,86,cmp_001,facebook,spring24
usr_4aee86ce1c80,2025-01-05 17:39:00,2025-07-16 20:32:00,junseo30@example.net,facebook_ads,monthly_pro,active,android,2025-01-13 17:39:00,,M,60s,67,cmp_002,referral,ref_buddy
usr_5e80d72777d6,2024-12-16 20:35:00,2025-07-19 09:42:00,simjeonghun@example.org,google_cpc,annual_basic,active,web,2024-12-20 20:35:00,,F,30s,37,cmp_001,facebook,spring24
usr_8846266ac703,2024-12-02 11:36:00,2025-07-06 03:25:00,borambag@example.org,direct,none,none,web,,,M,60s,101,cmp_002,referral,ref_buddy
usr_fe694faee5ea,2025-01-30 11:23:00,2025-07-16 12:55:00,sanghyeon51@example.net,organic,monthly_pro,active,ios,2025-02-07 11:23:00,,M,20s,29,cmp_001,facebook,spring24
usr_fdf3ccb01a7f,2024-12-15 20:47:00,2025-07-20 15:27:00,minsu75@example.net,google_cpc,monthly_pro,active,android,2024-12-17 20:47:00,,F,60s,82,cmp_003,google,sem24
usr_310db78ad8cc,2025-01-21 04:56:00,2025-06-02 09:05:00,areum18@example.net,direct,none,none,android,,,F,20s,29,cmp_003,google,sem24
usr_8a02995a13ca,2024-12-15 18:29:00,2025-06-17 15:25:00,gyeongsug02@example.org,referral,annual_basic,canceled,web,2025-04-02,2025-05-02,F,60s,61,cmp_003,google,sem24
usr_084544e8fca4,2025-01-12 09:44:00,2025-07-16 00:11:00,gimyunseo@example.net,organic,annual_pro,active,web,2025-01-22 09:44:00,,F,40s,47,cmp_001,facebook,spring24
usr_73ab22f59500,2025-01-24 14:28:00,2025-07-16 03:40:00,hyeonjun10@example.net,direct,none,none,android,,,M,30s,39,cmp_001,facebook,spring24
usr_6e1e4a011344,2025-02-13 00:27:00,2025-07-08 12:20:00,noyeonggil@example.net,direct,none,none,android,,,M,60s,76,cmp_001,facebook,spring24
usr_d6b5e76de994,2025-01-26 14:16:00,2025-07-18 17:48:00,gyeongjayun@example.com,google_cpc,monthly_basic,active,ios,2025-04-15,,M,20s,24,cmp_003,google,sem24
usr_66d30b001519,2025-01-20 16:56:00,2025-07-10 20:49:00,jiayang@example.org,google_cpc,annual_pro,canceled,android,2025-01-26 16:56:00,2025-02-25 16:56:00,F,30s,33,cmp_001,facebook,spring24
usr_7c4f2e47f77d,2025-01-06 18:41:00,2025-07-18 20:53:00,yeonghwan90@example.org,organic,annual_basic,active,android,2025-01-13 18:41:00,,F,20s,28,cmp_002,referral,ref_buddy
usr_157865fa7194,2025-01-17 22:52:00,2025-07-18 13:15:00,rha@example.org,facebook_ads,monthly_pro,active,ios,2025-01-20 22:52:00,,M,60s,80,cmp_003,google,sem24
usr_fc97a64e94d4,2025-01-18 02:04:00,2025-07-11 07:48:00,jiminbag@example.org,facebook_ads,annual_pro,canceled,web,2025-01-26 02:04:00,2025-02-25 02:04:00,M,10s,12,cmp_002,referral,ref_buddy
usr_6c8c414617f8,2025-02-21 19:09:00,2025-07-04 20:18:00,jjang@example.net,facebook_ads,none,none,ios,,,M,10s,19,cmp_003,google,sem24
usr_b7607f56c14a,2024-12-19 10:54:00,2025-07-01 03:54:00,ogja59@example.net,referral,annual_basic,canceled,ios,2024-12-20 10:54:00,2025-01-19 10:54:00,M,20s,24,cmp_002,referral,ref_buddy
usr_f1b1766c4e6f,2025-02-04 16:19:00,2025-07-20 16:02:00,misuggo@example.org,google_cpc,monthly_basic,active,android,2025-02-08 16:19:00,,F,50s,53,cmp_003,google,sem24
usr_0cfdadcf2873,2025-02-10 05:52:00,2025-07-06 08:01:00,yunseohan@example.net,direct,none,none,ios,,,F,10s,18,cmp_002,referral,ref_buddy
usr_13816e17dfc9,2025-01-13 05:25:00,2025-07-18 04:47:00,sanghunjang@example.org,organic,monthly_pro,canceled,web,2025-01-13 05:25:00,2025-02-12 05:25:00,M,10s,18,cmp_001,facebook,spring24
usr_457d9ec9271d,2025-02-20 14:35:00,2025-07-16 07:54:00,gyeonghyihan@example.org,referral,annual_pro,active,android,2025-02-27 14:35:00,,M,60s,105,cmp_001,facebook,spring24
usr_a5bab06a8148,2025-02-20 23:46:00,2025-07-15 09:16:00,jeonghyi69@example.org,facebook_ads,annual_pro,active,ios,2025-04-07,,M,60s,107,cmp_001,facebook,spring24
usr_1f87cf066405,2025-01-03 20:14:00,2025-07-19 23:53:00,isunja@example.org,referral,annual_basic,active,android,2025-01-04 20:14:00,,F,10s,10,cmp_003,google,sem24
usr_9c43eb44152a,2025-01-29 06:48:00,2025-07-19 10:15:00,bagjeonghun@example.com,direct,annual_pro,active,ios,2025-02-04 06:48:00,,F,50s,55,cmp_001,facebook,spring24
usr_0f416c5e9269,2024-12-18 01:58:00,2025-06-16 06:38:00,ugim@example.com,direct,annual_basic,active,android,2024-12-25 01:58:00,,M,30s,31,cmp_003,google,sem24
usr_8e4d4bf5b5ba,2025-02-02 12:07:00,2025-07-12 12:53:00,qi@example.org,organic,none,none,ios,,,M,30s,32,cmp_001,facebook,spring24
usr_971f65a363dd,2024-12-08 21:02:00,2025-07-18 00:13:00,pi@example.net,facebook_ads,annual_pro,canceled,web,2024-12-08 21:02:00,2025-01-07 21:02:00,M,30s,36,cmp_002,referral,ref_buddy
usr_e51805356450,2025-01-12 01:28:00,2025-07-15 15:48:00,gimgyeongsug@example.com,facebook_ads,monthly_pro,active,android,2025-04-18,,M,50s,56,cmp_003,google,sem24
usr_f779b4ef62fb,2025-01-02 19:03:00,2025-07-19 13:15:00,bagjunhyeog@example.com,organic,none,none,android,,,M,20s,23,cmp_001,facebook,spring24
usr_aa021cdbca38,2025-01-13 14:23:00,2025-07-16 05:24:00,bagogsun@example.com,referral,annual_pro,active,android,2025-04-04,,M,30s,31,cmp_001,facebook,spring24
usr_4410b3f50b5f,2025-01-24 23:17:00,2025-07-15 19:44:00,ujingwag@example.com,google_cpc,monthly_basic,active,ios,2025-02-03 23:17:00,,M,40s,44,cmp_001,facebook,spring24
usr_90a1f46179c8,2025-01-12 15:15:00,2025-07-11 04:39:00,miyeong04@example.net,direct,none,none,web,,,M,60s,104,cmp_002,referral,ref_buddy
usr_fd66cda00207,2025-01-22 10:48:00,2025-07-16 15:11:00,yeongho13@example.net,referral,annual_pro,active,web,2025-01-28 10:48:00,,F,60s,76,cmp_001,facebook,spring24
usr_533f62fbf98b,2025-01-10 11:50:00,2025-07-13 14:30:00,sujincoe@example.net,organic,monthly_basic,canceled,web,2025-01-14 11:50:00,2025-02-13 11:50:00,F,50s,53,cmp_002,referral,ref_buddy
usr_b09430c1cde8,2025-02-15 11:23:00,2025-07-17 16:27:00,seongmini@example.net,referral,annual_pro,active,android,2025-02-19 11:23:00,,F,40s,42,cmp_001,facebook,spring24
usr_ae911f6aadf4,2024-12-26 13:27:00,2025-07-11 10:21:00,bagmisug@example.org,direct,monthly_basic,active,android,2024-12-27 13:27:00,,F,30s,31,cmp_002,referral,ref_buddy
usr_df17c8b51b19,2025-01-04 23:18:00,2025-04-23 13:54:00,fno@example.net,organic,annual_basic,canceled,ios,2025-01-13 23:18:00,2025-02-12 23:18:00,M,40s,48,cmp_002,referral,ref_buddy
usr_a19a68c0a70a,2025-02-11 17:26:00,2025-07-19 05:12:00,donghyeon58@example.org,google_cpc,annual_basic,active,web,2025-06-22,,M,40s,44,cmp_002,referral,ref_buddy
usr_f5c4e2044b5d,2024-12-07 04:32:00,2025-07-02 06:12:00,ogja45@example.org,referral,monthly_pro,active,ios,2024-12-16 04:32:00,,F,30s,37,cmp_003,google,sem24
usr_f88cbcd5796c,2025-02-28 19:00:00,2025-07-13 01:29:00,imigyeong@example.com,facebook_ads,none,none,android,,,F,50s,54,cmp_003,google,sem24
usr_056c214635a2,2024-12-13 08:05:00,2025-07-12 22:41:00,coeyeongceol@example.com,referral,none,none,ios,,,F,60s,80,cmp_001,facebook,spring24
usr_e17e2230ec74,2024-12-08 09:35:00,2025-07-15 22:40:00,gimyeonggil@example.net,facebook_ads,none,none,ios,,,F,30s,37,cmp_003,google,sem24
usr_5586eb7ff7df,2024-12-08 23:00:00,2025-07-03 02:39:00,yujingim@example.org,organic,none,none,android,,,F,60s,69,cmp_003,google,sem24
usr_35b616a103d6,2025-01-01 10:58:00,2025-07-21 22:20:00,ggim@example.net,organic,annual_basic,active,web,2025-01-11 10:58:00,,M,40s,40,cmp_002,referral,ref_buddy
usr_1faf8ced7f88,2025-01-14 19:44:00,2025-06-05 11:05:00,seoujin@example.net,facebook_ads,none,none,web,,,M,20s,24,cmp_001,facebook,spring24
usr_b2acf54f5d2c,2025-02-21 03:42:00,2025-07-14 08:51:00,eunyeonggim@example.net,facebook_ads,annual_pro,active,ios,2025-02-25 03:42:00,,F,60s,117,cmp_001,facebook,spring24
usr_74ff4071a3e2,2025-01-27 14:25:00,2025-07-16 22:24:00,eunju99@example.com,facebook_ads,annual_basic,active,web,2025-04-01,,F,60s,110,cmp_001,facebook,spring24
usr_9f379fbb88de,2025-02-12 08:50:00,2025-07-20 00:06:00,seungminhong@example.org,facebook_ads,annual_pro,active,web,2025-02-18 08:50:00,,M,40s,40,cmp_003,google,sem24
usr_a17cdafd05e3,2025-01-09 10:22:00,2025-07-01 22:45:00,yeeunjo@example.org,google_cpc,none,none,android,,,F,20s,26,cmp_002,referral,ref_buddy
usr_b92c7d596627,2025-01-30 19:06:00,2025-06-12 14:17:00,jihu08@example.com,facebook_ads,none,none,android,,,F,40s,45,cmp_002,referral,ref_buddy
usr_711b94032a44,2025-01-28 14:07:00,2025-07-05 06:15:00,hgim@example.com,referral,none,none,web,,,M,20s,29,cmp_001,facebook,spring24
usr_43b8c9cdbe19,2025-01-27 19:57:00,2025-07-07 11:21:00,sunjao@example.net,organic,none,none,web,,,M,30s,30,cmp_001,facebook,spring24
usr_53d0de3f6e74,2025-02-13 03:32:00,2025-07-11 19:56:00,jinu82@example.com,google_cpc,none,none,web,,,M,10s,10,cmp_002,referral,ref_buddy
usr_28727115b195,2024-12-18 20:13:00,2025-07-18 02:32:00,ngim@example.com,facebook_ads,annual_basic,active,ios,2024-12-24 20:13:00,,F,60s,79,cmp_001,facebook,spring24
usr_28228e9f1046,2024-12-21 19:45:00,2025-07-21 21:39:00,yeongmii@example.com,facebook_ads,monthly_basic,active,web,2024-12-23 19:45:00,,M,10s,19,cmp_002,referral,ref_buddy
usr_c2b2d687640e,2025-02-20 02:11:00,2025-07-08 05:58:00,qi@example.com,organic,none,none,ios,,,M,50s,59,cmp_001,facebook,spring24
usr_f03287fc9a5e,2025-02-13 19:18:00,2025-07-18 05:00:00,ui@example.com,facebook_ads,monthly_basic,active,ios,2025-02-22 19:18:00,,M,20s,28,cmp_003,google,sem24
usr_7c5696a8dade,2024-12-05 16:20:00,2025-07-13 12:09:00,hmun@example.com,referral,annual_pro,active,web,2024-12-08 16:20:00,,F,20s,20,cmp_002,referral,ref_buddy
usr_06000162aea3,2025-02-06 08:24:00,2025-07-21 19:37:00,yujincoe@example.org,referral,none,none,ios,,,M,10s,18,cmp_003,google,sem24
